,id,release,release_date,opening_revenue,genre_ids,budget,genres,origin_country,production_companies,production_countries,runtime,belongs_to_collection.id,belongs_to_collection.name,position_in_series,previous_film_release,previous_film_rating,cast_xp_median,cast_xp_sum,cast_rating_max,director_xp,director_rating_median,director_rating_max,writer_xp_median,writer_xp_sum,writer_rating_median,writer_rating_max,production_room,writers_room,sound_room,crew,based_on_novel
409,675,Harry Potter and the Order of the Phoenix,2007-07-08,77108414.0,"[12, 14]",150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",['GB'],"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 437, 'logo_path': '/nu20mtwbEIhUNnQ5NXVhHsNknZj.png', 'name': 'Heyday Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",138,1241.0,Harry Potter Collection,5.0,599.0,7.812,8.0,112.0,10.0,10.0,0.0,8.0,11.0,22.0,7.812,8.018,9.0,3.0,19.0,107.0,1.0
410,1620,Hitman,2007-11-21,13180769.0,"[28, 53, 18]",24000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 6896, 'logo_path': '/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png', 'name': 'EuropaCorp', 'origin_country': 'FR'}, {'id': 1945, 'logo_path': None, 'name': 'Charles Gordon Productions', 'origin_country': 'US'}, {'id': 225856, 'logo_path': None, 'name': 'Adrian Askarieh Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",94,737031.0,Hitman Collection,1.0,0.0,0.0,25.0,123.0,10.0,3.0,6.144,6.144,4.0,4.0,6.6,7.0,11.0,1.0,8.0,52.0,0.0
411,1691,Hostel: Part II,2007-06-07,8203391.0,[27],10200000,"[{'id': 27, 'name': 'Horror'}]",['US'],"[{'id': 1633, 'logo_path': None, 'name': 'Next Entertainment', 'origin_country': 'US'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 1631, 'logo_path': None, 'name': 'Raw Nerve', 'origin_country': 'US'}, {'id': 1507, 'logo_path': None, 'name': 'International Production Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",93,86578.0,Hostel Collection,2.0,628.0,5.96,14.5,64.0,9.1,19.0,6.0,7.88,38.0,38.0,6.0,7.88,13.0,2.0,5.0,38.0,0.0
412,4638,Hot Fuzz,2007-02-14,5837000.0,"[80, 28, 35]",12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",['GB'],"[{'id': 443, 'logo_path': '/wibNj4tELmsnCFlf5ldLik37Urr.png', 'name': 'Big Talk Studios', 'origin_country': 'GB'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 134, 'logo_path': None, 'name': 'Rogue Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",121,,,1.0,0.0,0.0,20.0,142.0,8.5,24.0,6.154,8.5,13.0,26.0,6.154,8.5,12.0,2.0,13.0,65.0,0.0
413,10074,Hot Rod,2007-08-03,5310711.0,"[35, 28]",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 1756, 'logo_path': '/d7YyNzysIF0lSb4lJRf1ar6MHxi.png', 'name': 'Broadway Video', 'origin_country': 'US'}, {'id': 58553, 'logo_path': None, 'name': 'Michaels-Goldwyn', 'origin_country': 'US'}, {'id': 53808, 'logo_path': '/k0pZvs5B71HHuj8ybypApC1LV5u.png', 'name': 'The Lonely Island', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",88,,,1.0,0.0,0.0,6.0,34.0,7.253,10.0,0.0,7.2,3.0,3.0,6.707,7.266,40.0,1.0,25.0,217.0,0.0
414,6479,I Am Legend,2007-12-12,77211321.0,"[18, 878, 53]",150000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 433, 'logo_path': '/iafkKMpcRfEXq9a4sQf0h6tg2E2.png', 'name': 'Weed Road Pictures', 'origin_country': 'US'}, {'id': 907, 'logo_path': '/ca5SWI5uvU985f8Kbb4xc8AmVWH.png', 'name': 'Overbrook Entertainment', 'origin_country': 'US'}, {'id': 437, 'logo_path': '/nu20mtwbEIhUNnQ5NXVhHsNknZj.png', 'name': 'Heyday Films', 'origin_country': 'GB'}, {'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",101,945984.0,I Am Legend Collection,1.0,0.0,0.0,17.0,100.0,10.0,6.0,7.1965,9.1,8.0,95.0,6.294,7.858,30.0,5.0,7.0,145.0,1.0
415,5857,I Know Who Killed Me,2007-07-27,3506291.0,"[53, 27, 9648]",12000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",['US'],"[{'id': 2894, 'logo_path': None, 'name': '360 Pictures', 'origin_country': ''}, {'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",105,,,1.0,0.0,0.0,24.0,123.0,9.0,8.0,5.2,6.51,0.0,0.0,0.0,0.0,9.0,1.0,8.0,53.0,0.0
416,3563,I Now Pronounce You Chuck & Larry,2007-07-12,34233750.0,"[35, 10749]",85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 878, 'logo_path': '/e2AZdsQdkhN0qJhoN4TMYiVPLyb.png', 'name': 'Happy Madison Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",115,,,1.0,0.0,0.0,50.0,237.0,10.0,10.0,5.8775,6.638,6.0,32.0,6.5,7.5,23.0,3.0,23.0,151.0,0.0
417,14434,I Think I Love My Wife,2007-03-07,5674802.0,"[35, 10749]",11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 2320, 'logo_path': '/nSAXfUCy16cNRiPlBMHeb700t9p.png', 'name': 'UTV Motion Pictures', 'origin_country': 'IN'}, {'id': 233065, 'logo_path': None, 'name': 'Zahrlo Productions', 'origin_country': ''}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",94,,,1.0,0.0,0.0,61.0,286.0,10.0,16.0,5.8,7.53,20.0,40.0,5.55,7.76,3.0,2.0,2.0,15.0,0.0
418,3902,I'm Not There,2007-10-01,730819.0,"[18, 10402]",20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",['US'],"[{'id': 1205, 'logo_path': '/wQX3t4qtxm7gBQE3RHuoLghgb73.png', 'name': 'Endgame Entertainment', 'origin_country': 'US'}, {'id': 1422, 'logo_path': '/rIB6DuimR1qgLE14cBwpMABC2xx.png', 'name': 'Killer Films', 'origin_country': 'US'}, {'id': 1512, 'logo_path': None, 'name': 'John Wells Productions', 'origin_country': 'US'}, {'id': 17594, 'logo_path': None, 'name': 'John Goldwyn Productions', 'origin_country': 'US'}, {'id': 2116, 'logo_path': None, 'name': 'VIP Medienfonds 4', 'origin_country': 'DE'}, {'id': 1208, 'logo_path': None, 'name': 'Rising Star Productions', 'origin_country': 'US'}, {'id': 14737, 'logo_path': None, 'name': 'Grey Water Park Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",135,,,1.0,0.0,0.0,37.0,153.0,10.0,34.0,6.35,7.1,18.5,37.0,6.3,7.1,13.0,2.0,3.0,34.0,0.0
419,13067,In the Land of Women,2007-04-20,4712341.0,"[10749, 35, 18]",10000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 10039, 'logo_path': '/b8w4LldQolMKiLZw4FQJBcXSDGI.png', 'name': 'Anonymous Content', 'origin_country': 'US'}, {'id': 3323, 'logo_path': None, 'name': 'Land Films Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",97,,,1.0,0.0,0.0,34.0,182.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,13.0,0.0
420,6973,In the Valley of Elah,2007-09-14,133557.0,"[36, 18, 53, 80, 9648]",23000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",['US'],"[{'id': 11509, 'logo_path': '/k0jYhHnt0DultQDNH2wH1XHt9PO.png', 'name': 'Warner Independent Pictures', 'origin_country': 'US'}, {'id': 2088, 'logo_path': '/AoCD5EcqTAuLkxwsKAXYG2VARPP.png', 'name': 'NALA Films', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 2089, 'logo_path': None, 'name': 'Samuels Media', 'origin_country': 'US'}, {'id': 2087, 'logo_path': None, 'name': 'Blackfriars Bridge Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",124,,,1.0,0.0,0.0,49.0,280.0,10.0,16.0,7.2,8.6,16.0,16.0,7.2,8.6,15.0,2.0,10.0,63.0,0.0
421,5915,Into the Wild,2007-09-21,212440.0,"[12, 18]",15000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 1246, 'logo_path': '/s0doRYEVWp3a4Y4Cg7R4fE9cwov.png', 'name': 'River Road Entertainment', 'origin_country': 'US'}, {'id': 838, 'logo_path': '/tcW3UqV46Mdq6GyaS1ydEDocEDF.png', 'name': 'Paramount Vantage', 'origin_country': 'US'}, {'id': 4700, 'logo_path': '/A32wmjrs9Psf4zw0uaixF0GXfxq.png', 'name': 'The Linson Company', 'origin_country': 'US'}, {'id': 137406, 'logo_path': None, 'name': 'Square One C.I.H.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",148,,,1.0,0.0,0.0,40.0,159.0,8.5,11.0,6.5,6.5,6.0,12.0,6.25,6.5,10.0,2.0,13.0,62.0,0.0
422,7326,Juno,2007-12-05,413869.0,"[35, 18, 10749]",7500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 771, 'logo_path': '/fQpEeXgCVsXQkVVFMMjrrkOFja3.png', 'name': 'Mandate Pictures', 'origin_country': 'US'}, {'id': 2130, 'logo_path': '/g0lqeY2FvhzXcOI6z8RVXbORRUY.png', 'name': 'Mr. Mudd', 'origin_country': 'US'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",96,,,1.0,0.0,0.0,18.0,115.0,10.0,7.0,7.0,7.2,0.0,0.0,0.0,0.0,15.0,1.0,16.0,79.0,0.0
423,13280,Kickin' It Old Skool,2007-04-27,2484624.0,[35],0,"[{'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 2448, 'logo_path': None, 'name': 'Yari Film Group', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",108,,,1.0,0.0,0.0,31.0,161.0,10.0,3.0,4.5,4.8,2.0,2.0,5.5,5.5,7.0,3.0,1.0,23.0,0.0
424,4964,Knocked Up,2007-06-01,30690990.0,"[35, 10749, 18]",30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 10105, 'logo_path': '/bN4tiAS8oNlHhIqq66KBPQ1Ekqh.png', 'name': 'Apatow Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",129,779062.0,Knocked Up Collection,1.0,0.0,0.0,12.0,89.0,7.8,25.0,5.9,7.5,25.0,25.0,5.9,7.5,39.0,1.0,33.0,231.0,0.0
425,6615,Lars and the Real Girl,2007-10-12,90418.0,"[35, 18, 10749]",12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 737, 'logo_path': '/dK1GZ1u4our8sJW0Sts1JHeNSLn.png', 'name': 'Sidney Kimmel Entertainment', 'origin_country': 'US'}, {'id': 19731, 'logo_path': None, 'name': 'Lars Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",106,,,1.0,0.0,0.0,17.0,88.0,10.0,1.0,5.054,5.054,0.0,0.0,0.0,0.0,11.0,1.0,1.0,28.0,0.0
426,2959,License to Wed,2007-07-04,10422258.0,[35],35000000,"[{'id': 35, 'name': 'Comedy'}]","['AU', 'US']","[{'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 3929, 'logo_path': None, 'name': 'Robert Simonds Productions', 'origin_country': 'US'}, {'id': 11317, 'logo_path': '/hMboqqmeILXFeOJjuCsn3FvCIT3.png', 'name': 'Phoenix Pictures', 'origin_country': 'US'}, {'id': 49326, 'logo_path': '/yEL4snpknzPU7eHkOGJr1gLnGLh.png', 'name': 'Underground Films', 'origin_country': 'US'}, {'id': 49327, 'logo_path': None, 'name': 'Proposal Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",91,,,1.0,0.0,0.0,15.0,189.0,10.0,12.0,5.550000000000001,6.7,14.0,28.0,1.0,4.7,14.0,3.0,5.0,74.0,0.0
427,4515,Lions for Lambs,2007-10-22,6702434.0,"[28, 12, 18, 36]",35000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",['US'],"[{'id': 316, 'logo_path': None, 'name': 'Wildwood Enterprises', 'origin_country': 'US'}, {'id': 1683, 'logo_path': None, 'name': 'Andell Entertainment', 'origin_country': 'US'}, {'id': 21911, 'logo_path': None, 'name': 'Brat Na Pont Productions', 'origin_country': ''}, {'id': 242584, 'logo_path': '/bZhxamy86E15KxyFnYD7F2Jxw9A.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",92,,,1.0,0.0,0.0,38.0,205.0,10.0,29.0,6.5,7.457,1.0,1.0,6.706,6.706,17.0,1.0,31.0,111.0,0.0
428,1571,Live Free or Die Hard,2007-06-20,33369559.0,"[28, 53]",110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 444, 'logo_path': None, 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 890, 'logo_path': None, 'name': 'Cheyenne Enterprises', 'origin_country': 'US'}, {'id': 11845, 'logo_path': None, 'name': 'Wintergreen Productions', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",128,1570.0,Die Hard Collection,4.0,4415.0,7.27,23.0,160.0,10.0,6.0,6.583,6.827,3.5,13.0,4.9,7.8,14.0,5.0,18.0,168.0,0.0
429,6639,Love in the Time of Cholera,2007-10-04,1915000.0,"[18, 10749]",45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 114737, 'logo_path': None, 'name': 'Grosvenor Park Media', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 7420, 'logo_path': None, 'name': 'Stone Village Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",139,,,1.0,0.0,0.0,33.0,165.0,10.0,41.0,5.7,10.0,32.0,64.0,5.55,10.0,11.0,2.0,15.0,48.0,1.0
430,1950,Lucky You,2007-05-01,2710445.0,"[18, 10749]",55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 430, 'logo_path': None, 'name': 'Lonely Film Productions GmbH & Co. KG.', 'origin_country': 'DE'}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 812, 'logo_path': None, 'name': 'Deuce Three Productions', 'origin_country': 'US'}, {'id': 813, 'logo_path': None, 'name': 'Di Novi Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",124,,,1.0,0.0,0.0,40.0,227.0,10.0,28.0,6.411,7.796,29.0,58.0,6.4,8.5,7.0,3.0,16.0,50.0,0.0
431,5126,Martian Child,2007-11-02,3650000.0,"[35, 18]",27000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 208245, 'logo_path': None, 'name': 'Hannah Rachel Production Services', 'origin_country': ''}, {'id': 174617, 'logo_path': None, 'name': 'Meradin Zweite Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",106,,,1.0,0.0,0.0,34.0,159.0,10.0,12.0,6.201,7.8,2.5,5.0,5.8,5.8,8.0,2.0,1.0,23.0,0.0
432,1267,Meet the Robinsons,2007-03-23,25123781.0,"[16, 35, 10751]",150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 6125, 'logo_path': '/tzsMJBJZINu7GHzrpYzpReWhh66.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",95,,,1.0,0.0,0.0,2.0,12.0,7.563,6.0,0.0,7.563,4.0,8.0,5.6275,7.971,8.0,3.0,3.0,33.0,0.0
433,4566,Michael Clayton,2007-09-28,719910.0,"[18, 53, 80]",25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",['US'],"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 129, 'logo_path': '/nmnWiA0Xf0uve4Hw3HKWdVE5tH1.png', 'name': 'Section Eight', 'origin_country': 'US'}, {'id': 2089, 'logo_path': None, 'name': 'Samuels Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",119,,,1.0,0.0,0.0,51.0,254.0,10.0,13.0,7.205,7.467,13.0,13.0,7.205,7.467,10.0,1.0,5.0,47.0,0.0
434,1268,Mr. Bean's Holiday,2007-03-22,9889780.0,"[10751, 35]",25000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",['GB'],"[{'id': 686, 'logo_path': '/qMVjV8YFbxXrGVF4wD6hRjllVbr.png', 'name': 'Tiger Aspect', 'origin_country': 'GB'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",90,103372.0,Mr. Bean Collection,2.0,3549.0,6.459,56.5,209.0,10.0,12.0,7.1,10.0,3.5,7.0,6.3,9.1,11.0,3.0,20.0,67.0,0.0
435,3432,Mr. Brooks,2007-06-01,10017067.0,"[80, 53]",20000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 335, 'logo_path': '/bMYVrBCfGvDDc3tCSjHbnIWCtbX.png', 'name': 'Tig Productions', 'origin_country': 'US'}, {'id': 2273, 'logo_path': None, 'name': 'Eden Rock Media', 'origin_country': 'US'}, {'id': 2274, 'logo_path': None, 'name': 'Element Films', 'origin_country': 'IE'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",120,,,1.0,0.0,0.0,43.0,220.0,10.0,13.0,6.475,7.856,14.0,28.0,6.387499999999999,7.856,14.0,2.0,17.0,88.0,0.0
436,2284,Mr. Magorium's Wonder Emporium,2007-11-14,9630085.0,"[10751, 14, 35]",65000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","['CA', 'US']","[{'id': 11576, 'logo_path': '/nPWH2auzLf3DLXRlhqqAZnsWLyv.png', 'name': 'Ontario Media Development Corporation', 'origin_country': 'CA'}, {'id': 771, 'logo_path': '/fQpEeXgCVsXQkVVFMMjrrkOFja3.png', 'name': 'Mandate Pictures', 'origin_country': 'US'}, {'id': 10221, 'logo_path': '/99VfWRgKasZoyK9UVB39gnYvFrZ.png', 'name': 'Walden Media', 'origin_country': 'US'}, {'id': 1811, 'logo_path': '/3yDJuCucOl41d9z3712l5gER0Md.png', 'name': 'FilmColony', 'origin_country': 'US'}, {'id': 66078, 'logo_path': None, 'name': 'Gang of Two Productions', 'origin_country': 'US'}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",93,,,1.0,0.0,0.0,25.0,163.0,10.0,1.0,7.3,7.3,1.0,1.0,7.3,7.3,14.0,1.0,18.0,61.0,0.0
437,13257,Mr. Woodcock,2007-09-14,9100000.0,"[35, 10749]",22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 7741, 'logo_path': None, 'name': 'Landscape Entertainment', 'origin_country': ''}, {'id': 1565, 'logo_path': None, 'name': 'Avery Pix', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",87,,,1.0,0.0,0.0,28.0,229.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,15.0,80.0,0.0
438,11172,Music and Lyrics,2007-02-09,13623630.0,"[35, 10402, 10749]",40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 10222, 'logo_path': None, 'name': 'Reserve Room', 'origin_country': ''}, {'id': 19813, 'logo_path': None, 'name': 'Flower Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",105,,,1.0,0.0,0.0,39.0,147.0,10.0,11.0,5.737,6.5,11.0,11.0,5.737,6.5,14.0,1.0,1.0,31.0,0.0
